timestamp,rms_amplitude,peak_amplitude,zero_cross_rate,spectral_centroid,mfcc_1,mfcc_2,mfcc_3,label
9.0,0.0039149243,0.04248742,0.245849609375,3375.263540147367,-456.60324,75.015205,11.852331,whispering
10.0,0.004543414,0.051954165,0.19439142400568182,3136.2156335605328,-448.41486,78.90357,12.313508,whispering
11.0,0.0070924903,0.07414555,0.1966219815340909,3144.318616489098,-434.74268,77.99191,17.548098,whispering
12.0,0.009018239,0.0729281,0.30668501420454547,3693.466437406254,-416.4755,66.26948,21.074812,whispering
13.0,0.0018007118,0.016852077,0.04442249644886364,1268.270487566286,-583.1182,143.53592,9.629938,whispering
14.0,0.0014476947,0.0052839736,0.04124866832386364,1012.9982985004935,-613.77496,154.86032,7.852219,whispering
15.0,0.010460917,0.12270399,0.03515625,1085.0452237959244,-509.821,127.414055,22.796959,whispering
16.0,0.005734038,0.0993023,0.0390625,1043.157769006633,-552.1808,123.876396,24.768854,whispering
17.0,0.014299414,0.16933842,0.037764115767045456,1161.976338943372,-490.20148,114.74731,25.80985,whispering
18.0,0.0023362392,0.05185655,0.03785289417613636,1073.465724149625,-586.5254,148.51187,11.637942,whispering
19.0,0.0015320833,0.006108938,0.04117098721590909,989.1803463266853,-606.6012,162.20921,4.2454996,whispering
0.0,0.006240397,0.117558256,0.12291370738636363,1935.622428643013,-497.82385,138.25673,20.241695,whispering
1.0,0.013007298,0.12116133,0.3073508522727273,4036.1293150475713,-366.65182,60.658665,37.067337,whispering
2.0,0.010208626,0.1229682,0.25611461292613635,3269.434252471624,-445.4254,93.63367,33.74811,whispering
3.0,0.00288168,0.010404324,0.026777787642045456,772.614921598341,-579.28577,173.41154,15.951275,whispering
4.0,0.0032053364,0.014554245,0.021939364346590908,715.3498566354622,-591.57477,165.3972,14.744981,whispering
5.0,0.021083996,0.119856685,0.03634366122159091,1072.6847827300835,-448.95508,136.11937,31.484636,whispering
6.0,0.002866915,0.046370856,0.026933149857954544,789.1717705552204,-587.5321,167.90486,11.596352,whispering
7.0,0.012104423,0.085443236,0.05908203125,1434.849275781392,-411.83054,147.98224,29.939484,whispering
8.0,0.003145594,0.048758373,0.03262606534090909,938.3228005399352,-581.2451,159.10793,15.846752,whispering
9.0,0.0017535378,0.007146217,0.038041548295454544,987.7672729274246,-596.4761,159.04001,7.701315,whispering
10.0,0.0051401975,0.06617748,0.0347900390625,1036.5756247593272,-529.3438,162.14166,13.072227,whispering
11.0,0.0042023445,0.07033981,0.034257368607954544,955.4584872963253,-570.10297,151.41624,13.486324,whispering
12.0,0.0068014176,0.12408402,0.05992542613636364,1369.3899667537887,-522.7338,122.639595,19.89803,whispering
13.0,0.0021842802,0.010868372,0.02910822088068182,883.9357459480515,-597.09247,160.1339,10.222024,whispering
14.0,0.001872992,0.008324691,0.032548384232954544,882.0367839174523,-608.03687,162.56615,7.9458675,whispering
15.0,0.008874743,0.075950414,0.04323508522727273,1340.438911083447,-482.0382,138.32832,18.617098,whispering
16.0,0.002278422,0.009033885,0.02685546875,825.2764403688877,-595.35236,163.38715,12.550781,whispering
17.0,0.012571115,0.16740038,0.034989790482954544,998.2101178442822,-493.4321,134.12048,16.209408,whispering
18.0,0.0018862028,0.0076235,0.03258167613636364,878.492348947138,-601.6341,164.19354,7.0299335,whispering
19.0,0.0064485027,0.06346521,0.026023171164772728,760.5107153217898,-549.26013,173.08543,17.342829,whispering
20.0,0.006735796,0.07075149,0.028420188210227272,871.0456923665591,-530.2266,163.87404,12.491391,whispering
21.0,0.0018274882,0.008455517,0.03207120028409091,871.615376698168,-604.48615,165.61534,7.1026134,whispering
22.0,0.0016968227,0.006492037,0.03445712002840909,929.5085522453726,-609.3874,158.41747,5.2872043,whispering
23.0,0.0018825646,0.007865198,0.061590021306818184,1461.0299681288068,-573.5611,129.05588,3.8394303,whispering
24.0,0.018302305,0.116007686,0.024913441051136364,976.1050513820398,-431.70007,140.33041,16.414291,whispering
25.0,0.01681284,0.12647392,0.022549715909090908,752.3442526006337,-495.9084,142.41574,25.694147,whispering
26.0,0.002209156,0.00981329,0.031316583806818184,867.1368401053719,-589.3034,164.50836,6.788118,whispering
27.0,0.0026089842,0.01043622,0.025867808948863636,745.8488272710948,-587.7795,175.73456,12.060415,whispering
28.0,0.0019259292,0.00764593,0.030739524147727272,901.5189022590268,-599.12665,164.459,3.0955963,whispering
29.0,0.012054926,0.10254597,0.04576526988636364,1354.7907896352926,-448.68817,133.1835,19.523205,whispering
30.0,0.0044524358,0.056625262,0.03933993252840909,1030.5832198778173,-553.51917,152.04445,16.103294,whispering
31.0,0.0072175963,0.06993792,0.061823064630681816,1536.444916101425,-498.9417,122.694016,21.30846,whispering
32.0,0.0028916302,0.013359251,0.023182262073863636,847.6339282386299,-578.8852,162.8939,13.024288,whispering
0.0,0.001336826,0.0049378537,0.03834117542613636,1048.0714773241957,-635.47375,142.19255,24.468407,whispering
1.0,0.0023305244,0.008059675,0.01424893465909091,697.0512354333799,-644.5969,154.35442,42.20516,whispering
2.0,0.008752809,0.07836598,0.024314186789772728,904.6433246637876,-528.0082,150.7683,34.063934,whispering
3.0,0.0041587315,0.030644083,0.010031960227272728,736.6258916152135,-608.84717,146.20833,36.123722,whispering
4.0,0.0044548153,0.049073126,0.0323486328125,1180.1502330322057,-553.8814,144.48712,36.045902,whispering
5.0,0.0065167383,0.04973679,0.025190873579545456,919.5545030898758,-535.0894,161.0286,40.05737,whispering
6.0,0.0033938535,0.056646172,0.015891335227272728,816.7149163752176,-602.7241,156.24391,33.600773,whispering
7.0,0.0039112866,0.032229915,0.02435857599431818,869.5571123722394,-588.59314,159.4634,38.846043,whispering
8.0,0.003791856,0.038699567,0.030029296875,972.1171111557392,-557.98145,159.46205,22.596972,whispering
9.0,0.00318985,0.03944173,0.046819513494318184,1398.8141678224354,-563.4926,128.40323,27.459597,whispering
10.0,0.0020908942,0.029693138,0.026478160511363636,1116.9235332529563,-628.10895,130.02217,34.218494,whispering
11.0,0.0048878035,0.052757107,0.03834117542613636,1319.9150066828745,-555.8584,126.365486,27.111464,whispering
12.0,0.006532461,0.041303363,0.05971457741477273,1486.1314248379463,-528.78815,113.50959,28.602453,whispering
13.0,0.0080908695,0.07159701,0.056718306107954544,1436.412915824065,-489.67148,123.841774,34.50737,whispering
14.0,0.0013624046,0.0051232106,0.017933238636363636,882.6724250352738,-661.8825,142.68896,32.103455,whispering
15.0,0.0015688379,0.006142713,0.01553622159090909,819.8326091361948,-660.74786,141.44505,30.416899,whispering
16.0,0.0044931583,0.058106862,0.07638272372159091,1849.4934037080136,-517.2548,111.45781,30.70307,whispering
17.0,0.0040897033,0.033206157,0.12816273082386365,2810.3472618323754,-472.4746,77.64665,42.987198,whispering
18.0,0.0019407789,0.015092133,0.08187588778409091,1830.9963680629696,-583.9199,111.2049,37.238293,whispering
19.0,0.005828199,0.040542327,0.4667080965909091,5791.32309827536,-403.57266,1.9000183,48.0085,whispering
20.0,0.0058351737,0.05497392,0.35521351207386365,4417.757387720647,-479.47052,45.61905,53.675217,whispering
21.0,0.0018751274,0.0137000065,0.028176047585227272,1165.8521968796572,-623.45966,127.78476,32.91531,whispering
22.0,0.006328249,0.030189056,0.5674826882102273,6220.656485714965,-377.3743,-10.331379,53.489365,whispering
23.0,0.001589061,0.006181588,0.018798828125,987.8697779647044,-651.2429,132.20183,31.126955,whispering
24.0,0.0014246267,0.0056514633,0.018809925426136364,977.9880831124199,-647.7637,132.95003,28.952686,whispering
25.0,0.0013878419,0.0053542955,0.01996404474431818,919.6763885445077,-653.6313,140.56108,27.468483,whispering
26.0,0.0013429159,0.004581232,0.021950461647727272,1038.2130798498204,-648.1757,131.46043,23.609602,whispering
