timestamp,rms_amplitude,peak_amplitude,zero_cross_rate,spectral_centroid,mfcc_1,mfcc_2,mfcc_3,label
0.0,0.0019763676,0.005898631,0.027188387784090908,1476.2986945983057,-627.9454,108.73064,38.432602,normal_conversation
1.0,0.0136713125,0.1463511,0.026344992897727272,1024.3355408602213,-501.21542,132.41641,25.650684,normal_conversation
2.0,0.02420096,0.13117269,0.03908469460227273,1293.182368572579,-349.59003,144.66595,16.003326,normal_conversation
3.0,0.025616843,0.13795412,0.035822088068181816,1147.5888120145667,-375.66815,153.54839,9.697389,normal_conversation
4.0,0.022209438,0.12704852,0.03966175426136364,1093.646416186524,-407.0847,150.14761,19.78555,normal_conversation
5.0,0.007380898,0.105892375,0.04686390269886364,1405.2837780222942,-549.09155,124.06362,35.71224,normal_conversation
6.0,0.016501065,0.14256531,0.029319069602272728,1112.5733323963789,-463.30783,132.72028,23.241575,normal_conversation
7.0,0.025738884,0.1284573,0.0489501953125,1318.2343612758657,-358.51428,136.89207,13.264965,normal_conversation
8.0,0.024588238,0.11507741,0.036066228693181816,1009.1876097470799,-410.32,157.54237,23.80656,normal_conversation
9.0,0.010888567,0.109542966,0.05605246803977273,1400.8912950990377,-527.0077,137.37762,41.625946,normal_conversation
10.0,0.014488059,0.11529729,0.031316583806818184,1122.2326579120022,-490.68747,131.14754,33.968422,normal_conversation
11.0,0.016864745,0.090968646,0.09110884232954546,1888.1028579958727,-396.70715,124.17388,26.849762,normal_conversation
12.0,0.012680855,0.10247806,0.06460848721590909,1473.4736646014248,-419.17902,151.00845,16.119612,normal_conversation
13.0,0.009591069,0.08672366,0.029873934659090908,1057.3809514819493,-521.78595,133.98492,27.588795,normal_conversation
14.0,0.017453229,0.11339007,0.06174538352272727,1310.167606382954,-391.4019,159.31436,17.724537,normal_conversation
15.0,0.019164262,0.11268685,0.08248623934659091,1759.8188166915563,-383.9719,128.01158,26.849913,normal_conversation
16.0,0.004784723,0.10625385,0.031571821732954544,1228.149660625035,-568.7375,130.19911,17.311657,normal_conversation
17.0,0.030390399,0.15468514,0.04026100852272727,1032.8156445397212,-395.19495,157.58922,27.884794,normal_conversation
18.0,0.012714779,0.11117254,0.07192160866477272,1585.3118147085188,-436.90555,129.84465,26.353912,normal_conversation
19.0,0.010652203,0.09014058,0.09017666903409091,1870.0824824218935,-461.66385,114.2905,32.10104,normal_conversation
20.0,0.020891484,0.14241198,0.056962446732954544,1319.3677247751048,-412.0576,145.54214,24.530493,normal_conversation
21.0,0.013399374,0.092899784,0.09836647727272728,1811.9228127619353,-392.80975,127.99209,28.622906,normal_conversation
22.0,0.0021170252,0.032315146,0.024425159801136364,1008.8766119357155,-602.4927,146.05266,18.041933,normal_conversation
23.0,0.00936973,0.106262565,0.07831365411931818,1736.4932718952534,-509.0035,113.33726,36.651157,normal_conversation
24.0,0.01186128,0.11541571,0.0333251953125,1066.8925019949504,-491.276,148.25737,20.580902,normal_conversation
25.0,0.020273622,0.09819955,0.03164950284090909,920.1000412785417,-423.43173,173.18594,27.683153,normal_conversation
26.0,0.024224184,0.12606122,0.06783780184659091,1228.2291547786651,-412.55164,147.28221,43.182198,normal_conversation
27.0,0.011354999,0.13766915,0.04384543678977273,1236.7608250338367,-512.5317,124.096344,33.689545,normal_conversation
28.0,0.018916262,0.12691495,0.05337801846590909,1225.6991748352036,-427.8125,153.99635,27.517847,normal_conversation
29.0,0.023195593,0.12954335,0.054643110795454544,1243.1079160676868,-401.7532,148.9579,41.64755,normal_conversation
30.0,0.022934817,0.12573355,0.03578879616477273,816.645612388622,-460.93976,176.22882,50.38137,normal_conversation
31.0,0.0061106784,0.07736309,0.034224076704545456,1150.8438869899537,-540.8894,141.84264,23.643866,normal_conversation
32.0,0.004297754,0.08627051,0.10165127840909091,2032.3187548998694,-521.7175,104.60486,27.144043,normal_conversation
0.0,0.002610698,0.022442585,0.027099609375,1130.6445403919422,-591.076,139.70258,15.369574,normal_conversation
1.0,0.0028280967,0.009080541,0.01958673650568182,919.3891384722544,-581.7446,154.5508,10.678675,normal_conversation
2.0,0.031573698,0.3361091,0.05823863636363636,1411.849346126988,-395.71902,113.783005,26.801231,normal_conversation
3.0,0.032365724,0.12633419,0.029041637073863636,961.8262540467415,-373.90164,158.42148,35.460125,normal_conversation
4.0,0.028790398,0.14082086,0.048517400568181816,1294.1750732245862,-384.56818,138.24266,47.89174,normal_conversation
5.0,0.017456897,0.13413134,0.070068359375,1682.4234692121643,-414.74304,118.20276,21.69947,normal_conversation
6.0,0.02259062,0.11347738,0.06163441051136364,1563.5317661665663,-380.37256,137.32977,33.018105,normal_conversation
7.0,0.017477602,0.18829313,0.09812233664772728,1745.7370350283416,-440.86707,125.37381,22.929008,normal_conversation
8.0,0.027021276,0.22458911,0.05225719105113636,1262.8286193375886,-380.86,147.23988,33.192364,normal_conversation
9.0,0.022478687,0.20996478,0.03433504971590909,891.0720100927898,-421.15222,171.09756,25.927126,normal_conversation
10.0,0.025577364,0.122582525,0.10438121448863637,1708.8960486794892,-354.21274,132.26248,39.629948,normal_conversation
11.0,0.024789674,0.22804278,0.034612482244318184,1111.0046386756842,-423.47702,144.19353,26.982033,normal_conversation
12.0,0.01734903,0.14107588,0.027055220170454544,788.5170749798937,-474.96,163.07059,30.177052,normal_conversation
13.0,0.025933981,0.124011695,0.027354847301136364,960.9154339858528,-391.02686,157.7947,38.399075,normal_conversation
14.0,0.020799574,0.12357796,0.11476828835227272,1875.6738977522714,-388.56436,128.84837,43.09106,normal_conversation
15.0,0.01724822,0.14980999,0.032270951704545456,902.7214705858172,-458.80505,162.0708,28.116447,normal_conversation
16.0,0.027095674,0.1769464,0.032759232954545456,1035.2820560841499,-372.2468,162.05516,17.487122,normal_conversation
17.0,0.025478195,0.15394521,0.08939985795454546,1720.1612361327063,-377.2571,112.50158,31.613106,normal_conversation
18.0,0.018408522,0.17882238,0.10291637073863637,2025.4024662157965,-386.08887,120.05544,18.65172,normal_conversation
19.0,0.012318232,0.17950936,0.06322132457386363,1309.0404043170222,-466.47714,138.24484,23.353016,normal_conversation
20.0,0.02108389,0.16303931,0.05063698508522727,1151.804673730378,-408.8887,152.80545,32.188484,normal_conversation
21.0,0.022683546,0.12618643,0.07893510298295454,1575.4556265042513,-361.21225,141.83636,36.437927,normal_conversation
22.0,0.013852198,0.13406971,0.03225985440340909,948.4675900547031,-447.0675,165.06322,8.830324,normal_conversation
23.0,0.023832804,0.15803881,0.08571555397727272,1834.3211238627127,-336.11105,118.095,26.619928,normal_conversation
24.0,0.02183686,0.16052595,0.06660600142045454,1460.9528765913944,-358.5192,142.59174,21.953886,normal_conversation
25.0,0.020290148,0.19001262,0.033147638494318184,1266.2126222016177,-410.88138,132.0272,6.2055635,normal_conversation
26.0,0.017644988,0.16191946,0.03968394886363636,1282.1533562627003,-390.3626,142.61554,10.858618,normal_conversation
27.0,0.027078664,0.22780915,0.038496537642045456,1222.4612040433483,-388.9028,137.02077,11.219657,normal_conversation
28.0,0.022059571,0.17714322,0.1021728515625,2096.9420993761228,-332.29752,111.07128,28.66751,normal_conversation
29.0,0.026715226,0.16630715,0.06288840553977272,1433.1164529420814,-350.7221,133.44466,23.090126,normal_conversation
30.0,0.02822132,0.22672404,0.07192160866477272,1588.2425347560297,-342.29642,133.59918,22.164885,normal_conversation
31.0,0.02242254,0.15017937,0.04503284801136364,1113.005679894615,-379.63718,158.44916,15.622509,normal_conversation
32.0,0.018926553,0.16908705,0.08918900923295454,1853.6748773546367,-366.1922,115.41421,11.188328,normal_conversation
33.0,0.019565785,0.11923987,0.09316184303977272,1788.5627220476954,-349.1765,127.11687,28.668175,normal_conversation
34.0,0.009067156,0.14246055,0.07931241122159091,1826.01838606459,-432.01788,122.31451,2.3429232,normal_conversation
35.0,0.0035631328,0.05800617,0.09623579545454546,2062.6755960807595,-479.30048,106.59194,-4.3959246,normal_conversation
0.0,0.0017701946,0.006939393,0.05234596946022727,1090.4469842366098,-572.1601,164.99919,-17.964827,silence
1.0,0.0019206385,0.008398024,0.044877485795454544,1077.2182192692617,-559.2974,166.43939,-17.69913,silence
2.0,0.0020980565,0.0094547495,0.03759765625,1042.3695044354502,-561.0363,164.74496,-18.039793,silence
3.0,0.0019142217,0.007004398,0.040283203125,1068.5765138210445,-560.61316,165.37466,-18.874598,silence
4.0,0.0020034949,0.008222163,0.04012784090909091,1045.780959271897,-563.88275,165.6522,-12.092148,silence
5.0,0.0020329396,0.009063048,0.056929154829545456,1650.673195707023,-522.6722,131.18852,4.5974445,silence
6.0,0.0040002232,0.18135342,0.07082297585227272,1897.6544091219582,-485.81522,128.67563,-3.4985304,silence
7.0,0.0020571465,0.010293632,0.05857155539772727,1668.799113494811,-507.99417,131.46854,-12.23276,silence
8.0,0.0020984916,0.009789299,0.05689586292613636,1383.3172477332282,-514.63007,148.47812,-26.282373,silence
9.0,0.0026385684,0.020555995,0.0638427734375,1651.9856571676014,-473.9491,128.62453,-13.9208975,silence
10.0,0.0028955431,0.016070837,0.06660600142045454,1779.7036532208665,-466.56805,121.658615,-11.905472,silence
11.0,0.0027691917,0.013383269,0.05298961292613636,1468.6399342413836,-482.24988,138.59373,-23.489998,silence
12.0,0.0024563523,0.010037545,0.048894708806818184,1301.7422664628257,-507.84818,152.36247,-22.842909,silence
13.0,0.0024222704,0.01104513,0.050481622869318184,1384.9939263566166,-500.89417,144.47838,-8.569167,silence
14.0,0.0029964396,0.03917473,0.05979225852272727,1675.4804457810178,-473.84363,129.58125,-11.021659,silence
15.0,0.012088543,0.26448527,0.041060014204545456,1152.2479383026866,-446.7421,150.7566,-6.54287,silence
16.0,0.005750582,0.1340972,0.0531005859375,1399.3749625852404,-464.38586,140.58871,-20.705019,silence
17.0,0.007856242,0.10366281,0.04859508167613636,1229.718827894488,-447.87872,148.55858,-14.449882,silence
18.0,0.012151905,0.12519434,0.04574307528409091,1113.788862824099,-419.98953,155.65234,-8.803931,silence
19.0,0.005309636,0.16894394,0.05648526278409091,1558.6669999399312,-454.45605,131.41208,-16.9005,silence
20.0,0.0039096135,0.13350266,0.06520774147727272,1581.4982091686632,-460.62234,133.63356,-18.898687,silence
21.0,0.0060439096,0.092988,0.06458629261363637,1522.8599418309075,-436.21582,138.12428,-16.143255,silence
22.0,0.0065923887,0.10700035,0.060591264204545456,1499.081974790672,-422.17712,137.64024,-7.7585173,silence
23.0,0.0045232093,0.13370872,0.05283425071022727,1443.1179071551621,-454.82217,139.82886,-15.740695,silence
24.0,0.00422593,0.022453161,0.04615367542613636,1277.5888208469476,-455.1376,149.85616,-13.28798,silence
25.0,0.0076791476,0.032607205,0.03819691051136364,1013.744899030963,-429.39578,167.80284,-5.7294827,silence
26.0,0.020836068,0.67856145,0.03725363991477273,1037.2967887762693,-373.8804,157.6109,5.345226,silence
27.0,0.009698876,0.037438318,0.036199396306818184,936.9277507681109,-411.9953,176.91486,-8.287618,silence
28.0,0.010390573,0.0440349,0.033203125,881.7767264022503,-407.3867,183.92615,-2.9580789,silence
29.0,0.008339714,0.031470276,0.032903497869318184,934.6994232595044,-428.87537,174.87857,-8.865006,silence
30.0,0.007986522,0.09361616,0.036421342329545456,966.9704785245897,-441.9473,174.5781,-17.162077,silence
31.0,0.012757421,0.1835281,0.031116832386363636,847.3378921083516,-444.04944,179.8402,-11.57482,silence
32.0,0.0097937025,0.11550165,0.028342507102272728,848.9430414320233,-455.9801,177.78506,-13.690506,silence
33.0,0.019874785,0.438542,0.05911532315340909,1623.322301378708,-336.46487,135.67833,2.2531462,silence
34.0,0.0052176905,0.045405097,0.041670365767045456,1202.3340759217472,-447.67703,151.84349,-9.41586,silence
0.0,0.0019845606,0.009780711,0.02545720880681818,911.1886976258215,-612.08234,153.3328,13.1099205,silence
1.0,0.00990174,0.09301737,0.07013494318181818,1823.4626915354625,-405.15128,110.14338,3.299157,silence
2.0,0.0089427205,0.13879964,0.12111594460227272,2760.5310260176448,-388.0704,82.2635,21.07499,silence
3.0,0.006972767,0.12885267,0.06130149147727273,1712.81391592589,-450.4709,113.41452,0.0053965827,silence
4.0,0.001753132,0.007205218,0.09064275568181818,2353.5011930233613,-542.43646,80.520805,28.615814,silence
5.0,0.0027156482,0.025936827,0.0706787109375,1830.18604798545,-508.98428,113.01902,16.157045,silence
6.0,0.0031655617,0.07410427,0.044500177556818184,1451.0197396471149,-530.9444,132.40329,22.323463,silence
7.0,0.002277201,0.07880248,0.06977982954545454,1952.2256326001364,-543.6197,101.11924,30.994066,silence
8.0,0.0017757617,0.0076343394,0.038008256392045456,1434.2538127183839,-570.70496,131.15137,35.50157,silence
9.0,0.0019886235,0.012363653,0.02813165838068182,1308.2497179708648,-590.37115,124.96945,49.44214,silence
10.0,0.0023599407,0.012728832,0.06336558948863637,2032.5970078033702,-523.832,105.02422,38.937622,silence
11.0,0.0019380569,0.0068980465,0.02813165838068182,1128.8369352978157,-601.16327,135.69067,50.68877,silence
12.0,0.0018175169,0.008951738,0.03452370383522727,1129.3715011866004,-590.93396,147.09784,40.900467,silence
13.0,0.0023439012,0.01221878,0.023359818892045456,1071.5262419267576,-582.68304,144.25052,35.519554,silence
14.0,0.014474496,0.25635925,0.05945933948863636,1481.7668585584688,-441.27307,127.66444,36.2665,silence
15.0,0.008984546,0.11842254,0.06327681107954546,1588.1279564713675,-443.64343,130.11292,25.37517,silence
16.0,0.0062520085,0.14814182,0.019908558238636364,898.1222533561976,-575.17096,141.89215,51.763016,silence
17.0,0.005528227,0.114716664,0.016612659801136364,1085.3750158317034,-558.3643,127.75303,31.30714,silence
18.0,0.004380451,0.090653814,0.010564630681818182,752.906277769541,-589.64594,153.07646,21.597292,silence
19.0,0.0038867956,0.045220125,0.01874334161931818,840.1353433839321,-579.15985,157.00043,22.326685,silence
0.0,0.0012736099,0.0052081617,0.047407670454545456,1326.6692930576098,-622.2941,123.931915,9.589523,silence
1.0,0.0056781415,0.32880312,0.052001953125,1333.9517790520172,-525.26166,140.4886,-12.795312,silence
2.0,0.0014675815,0.0061211716,0.03685413707386364,1013.0466675505395,-617.26984,153.1722,10.085853,silence
3.0,0.0022271608,0.06894542,0.03626598011363636,1101.7452630281853,-585.4983,149.37883,-3.4476404,silence
4.0,0.0064525544,0.1947397,0.04640891335227273,1178.149156461694,-514.7065,152.46907,-6.0981655,silence
5.0,0.002233501,0.015182044,0.029496626420454544,1017.2911137851904,-571.9489,152.84377,5.2862034,silence
6.0,0.002270399,0.010354839,0.028120561079545456,964.8048381358782,-586.4817,150.1681,9.378255,silence
7.0,0.0018968728,0.007980149,0.0369873046875,1010.9533467875244,-589.42523,153.00938,6.6808333,silence
8.0,0.0033999109,0.087514654,0.03452370383522727,1029.7406346708299,-548.3066,158.15181,4.861523,silence
9.0,0.009725198,0.2654526,0.05284534801136364,1540.883527644343,-428.07364,139.93332,7.172379,silence
10.0,0.0075008585,0.41704756,0.06474165482954546,1743.3754903026568,-461.45773,126.18277,-4.857419,silence
11.0,0.0051490692,0.20537868,0.04124866832386364,1176.7115317266498,-528.087,148.73622,-0.63997865,silence
12.0,0.002201396,0.008426421,0.035111860795454544,947.6821249186116,-586.44116,154.71182,3.8377504,silence
13.0,0.003530964,0.0626574,0.07138893821022728,2123.2778678888,-495.574,96.019554,15.863465,silence
14.0,0.0014330484,0.006412419,0.050947709517045456,1620.1972748389323,-562.45807,123.61443,10.441395,silence
15.0,0.0033899955,0.06578423,0.039794921875,1376.096016679852,-539.52954,129.33044,12.733582,silence
16.0,0.0032488883,0.05238431,0.05197975852272727,1277.1984169960458,-530.99786,142.53688,3.3013413,silence
17.0,0.0024619044,0.027072947,0.04531028053977273,1489.542592270323,-525.9068,131.22386,7.7595973,silence
18.0,0.004940797,0.089157104,0.04637562144886364,1646.7401509669826,-504.81378,120.186714,26.228497,silence
19.0,0.00408983,0.039375316,0.057816938920454544,1703.2935516780103,-510.7845,123.32159,28.279156,silence
20.0,0.00273703,0.053538885,0.061723188920454544,1798.9104725097895,-526.2111,119.40473,19.505713,silence
21.0,0.0027029617,0.1410832,0.06101296164772727,1742.3591123319688,-531.74677,124.97161,6.067006,silence
0.0,0.001514656,0.0063945306,0.04820667613636364,1053.9499456315805,-613.75494,150.56247,7.7817965,whispering
1.0,0.013713055,0.16684172,0.030295632102272728,1063.8214799901289,-488.21448,117.57632,27.378294,whispering
2.0,0.007519185,0.11546037,0.025435014204545456,858.1212787709982,-548.5368,133.78558,28.554993,whispering
3.0,0.002954544,0.0106878355,0.01983087713068182,887.7460684463327,-589.663,153.1025,9.073429,whispering
4.0,0.0030866405,0.010213424,0.019975142045454544,796.054858882065,-604.0266,159.22455,8.7432,whispering
5.0,0.012994318,0.124204144,0.028852982954545456,1063.6080058824016,-482.08566,149.73734,19.234636,whispering
6.0,0.011558751,0.09892887,0.03221546519886364,1234.7987099355144,-472.29865,133.07393,20.6432,whispering
7.0,0.0026683242,0.05535763,0.03285910866477273,946.8716629410122,-592.8611,157.57957,7.167011,whispering
8.0,0.0014367629,0.0067032315,0.0416259765625,994.8136061308196,-621.01337,154.89351,5.632181,whispering
